method,task,regime,split,seed,episodes,success,success_probability,precondition_violation,belief_ece,recovery_success,damage_rate,wasted_action,intervention_cost,data_efficiency_proxy
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,unseen_object,4,84,0.5595,0.5493,0.0819,0.0877,0.4581,0.0569,0.0894,0.298,0.5231
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,unseen_object,5,84,0.631,0.5438,0.0872,0.0791,0.4686,0.0504,0.0862,0.298,0.5136
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,unseen_object,6,84,0.5476,0.5486,0.0825,0.0912,0.4635,0.0515,0.089,0.298,0.5041
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,unseen_contact,0,84,0.5,0.5195,0.092,0.101,0.4562,0.0499,0.0943,0.3024,0.5214
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,unseen_contact,1,84,0.5595,0.5237,0.0871,0.1006,0.4499,0.0564,0.0855,0.3024,0.509
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,unseen_contact,2,84,0.5238,0.5349,0.0868,0.1007,0.4626,0.046,0.0846,0.3024,0.5105
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,unseen_contact,3,84,0.5119,0.522,0.0832,0.0964,0.4728,0.0545,0.087,0.3024,0.5146
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,unseen_contact,4,84,0.5238,0.5292,0.0873,0.0935,0.4592,0.0516,0.0793,0.3024,0.5095
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,unseen_contact,5,84,0.5714,0.5178,0.0961,0.0909,0.4532,0.0502,0.0882,0.3024,0.5108
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,unseen_contact,6,84,0.5,0.5315,0.0879,0.0955,0.4518,0.0459,0.0887,0.3024,0.5121
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,combined_stress,0,84,0.5238,0.4946,0.1001,0.1234,0.4665,0.0534,0.0986,0.3121,0.5025
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,combined_stress,1,84,0.4643,0.4963,0.1023,0.1116,0.4508,0.0531,0.0974,0.3121,0.4896
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,combined_stress,2,84,0.4643,0.5076,0.0914,0.1107,0.4687,0.0505,0.0961,0.3121,0.4976
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,combined_stress,3,84,0.5357,0.4915,0.0931,0.1136,0.4585,0.059,0.0906,0.3121,0.4974
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,combined_stress,4,84,0.5595,0.5154,0.0944,0.1046,0.4614,0.0503,0.0983,0.3121,0.4769
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,combined_stress,5,84,0.5595,0.4963,0.0922,0.112,0.4569,0.0532,0.0862,0.3121,0.4924
contingent_pomdp_tamp,mobile_handoff,pose_ambiguity,combined_stress,6,84,0.4524,0.4927,0.106,0.1165,0.4774,0.0618,0.0984,0.3121,0.4957
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,nominal,0,84,0.6071,0.5847,0.0738,0.0726,0.4672,0.0415,0.076,0.2824,0.5246
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,nominal,1,84,0.5833,0.5864,0.0664,0.0617,0.4682,0.0487,0.0755,0.2824,0.5219
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,nominal,2,84,0.4881,0.5864,0.0728,0.0679,0.4608,0.0471,0.0729,0.2824,0.5144
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,nominal,3,84,0.6071,0.5993,0.0768,0.068,0.4769,0.049,0.0743,0.2824,0.5315
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,nominal,4,84,0.5119,0.5886,0.072,0.0724,0.4787,0.0436,0.083,0.2824,0.5406
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,nominal,5,84,0.5357,0.5873,0.0758,0.0707,0.4636,0.0446,0.0758,0.2824,0.5387
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,nominal,6,84,0.5714,0.5835,0.0763,0.0714,0.4707,0.0498,0.076,0.2824,0.5379
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,seen_shift,0,84,0.5,0.5608,0.0777,0.0796,0.4398,0.0517,0.0839,0.293,0.5303
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,seen_shift,1,84,0.5119,0.552,0.0882,0.0879,0.4695,0.05,0.083,0.293,0.5358
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,seen_shift,2,84,0.5357,0.5505,0.0786,0.0847,0.4543,0.0527,0.0881,0.293,0.5311
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,seen_shift,3,84,0.5357,0.556,0.0877,0.0867,0.4535,0.0483,0.0909,0.293,0.5197
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,seen_shift,4,84,0.5,0.5477,0.0758,0.0827,0.4557,0.0522,0.0824,0.293,0.5206
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,seen_shift,5,84,0.5714,0.5535,0.0845,0.085,0.4561,0.0449,0.0811,0.293,0.5184
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,seen_shift,6,84,0.4524,0.5447,0.0818,0.0815,0.4618,0.0511,0.0923,0.293,0.5184
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,unseen_object,0,84,0.5952,0.5375,0.0858,0.0898,0.4579,0.0552,0.0876,0.2987,0.5095
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,unseen_object,1,84,0.5952,0.5252,0.0984,0.0864,0.463,0.0506,0.0893,0.2987,0.4979
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,unseen_object,2,84,0.5238,0.524,0.0995,0.091,0.4647,0.059,0.0937,0.2987,0.5202
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,unseen_object,3,84,0.5238,0.5324,0.0947,0.0933,0.4781,0.0609,0.0867,0.2987,0.5219
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,unseen_object,4,84,0.5357,0.5343,0.0951,0.091,0.4776,0.0497,0.0887,0.2987,0.525
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,unseen_object,5,84,0.5,0.5359,0.0961,0.0933,0.4434,0.0495,0.0873,0.2987,0.5173
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,unseen_object,6,84,0.6071,0.5338,0.0977,0.0938,0.4777,0.0568,0.0967,0.2987,0.5068
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,unseen_contact,0,84,0.4762,0.5332,0.0889,0.1036,0.4701,0.0631,0.0963,0.3032,0.5153
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,unseen_contact,1,84,0.381,0.4976,0.1057,0.0977,0.4645,0.0585,0.0941,0.3032,0.509
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,unseen_contact,2,84,0.4881,0.5043,0.1043,0.0982,0.4514,0.0536,0.0916,0.3032,0.5088
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,unseen_contact,3,84,0.4524,0.5234,0.0897,0.1079,0.4602,0.0612,0.0993,0.3032,0.5092
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,unseen_contact,4,84,0.5595,0.5139,0.1136,0.0967,0.4397,0.0553,0.093,0.3032,0.5077
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,unseen_contact,5,84,0.4643,0.5135,0.1076,0.1014,0.4584,0.0605,0.0843,0.3032,0.5153
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,unseen_contact,6,84,0.5238,0.5195,0.0996,0.0999,0.4711,0.0585,0.0961,0.3032,0.4959
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,combined_stress,0,84,0.4405,0.4989,0.1068,0.1047,0.4571,0.0644,0.1054,0.3131,0.4927
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,combined_stress,1,84,0.5714,0.4971,0.1124,0.1079,0.4688,0.0616,0.1033,0.3131,0.508
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,combined_stress,2,84,0.5,0.478,0.11,0.1115,0.466,0.0634,0.1085,0.3131,0.5002
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,combined_stress,3,84,0.4643,0.4966,0.1159,0.112,0.4492,0.068,0.1132,0.3131,0.5091
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,combined_stress,4,84,0.4524,0.4768,0.1104,0.1099,0.4541,0.0608,0.1063,0.3131,0.4931
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,combined_stress,5,84,0.4286,0.4796,0.1029,0.1129,0.482,0.061,0.1065,0.3131,0.4914
contingent_pomdp_tamp,mobile_handoff,compliance_ambiguity,combined_stress,6,84,0.5,0.4832,0.1115,0.1136,0.4598,0.0673,0.1093,0.3131,0.4892
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,nominal,0,84,0.6071,0.5771,0.0804,0.069,0.4472,0.0486,0.0736,0.2826,0.531
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,nominal,1,84,0.6071,0.582,0.0748,0.0661,0.471,0.0462,0.0757,0.2826,0.5332
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,nominal,2,84,0.7143,0.592,0.0743,0.0651,0.4712,0.0487,0.078,0.2826,0.5184
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,nominal,3,84,0.5476,0.5921,0.0786,0.072,0.4755,0.0469,0.0833,0.2826,0.5374
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,nominal,4,84,0.5952,0.5959,0.0851,0.071,0.4458,0.0423,0.0897,0.2826,0.5214
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,nominal,5,84,0.5595,0.584,0.0799,0.0749,0.4491,0.0506,0.0897,0.2826,0.5328
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,nominal,6,84,0.6429,0.5844,0.0711,0.072,0.4536,0.0523,0.0759,0.2826,0.5368
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,seen_shift,0,84,0.5,0.5518,0.0946,0.0853,0.4617,0.053,0.0867,0.2934,0.5224
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,seen_shift,1,84,0.4643,0.5429,0.0933,0.0815,0.4548,0.0538,0.093,0.2934,0.5159
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,seen_shift,2,84,0.4524,0.5352,0.0898,0.0848,0.4815,0.053,0.0948,0.2934,0.5149
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,seen_shift,3,84,0.6667,0.5437,0.0863,0.0852,0.435,0.0608,0.0902,0.2934,0.514
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,seen_shift,4,84,0.631,0.5429,0.0901,0.0856,0.4424,0.0599,0.0964,0.2934,0.5251
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,seen_shift,5,84,0.5595,0.5432,0.0893,0.0825,0.483,0.0543,0.0981,0.2934,0.5161
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,seen_shift,6,84,0.5238,0.5406,0.0854,0.0863,0.4658,0.0519,0.0937,0.2934,0.5135
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,unseen_object,0,84,0.5238,0.509,0.1047,0.0944,0.4586,0.0623,0.1132,0.2991,0.518
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,unseen_object,1,84,0.619,0.5146,0.0968,0.0941,0.4619,0.0544,0.096,0.2991,0.5134
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,unseen_object,2,84,0.4762,0.5265,0.1033,0.1006,0.4602,0.0641,0.1044,0.2991,0.5252
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,unseen_object,3,84,0.5238,0.5216,0.1057,0.095,0.4651,0.0591,0.0951,0.2991,0.5133
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,unseen_object,4,84,0.4524,0.5107,0.0994,0.092,0.448,0.0629,0.1005,0.2991,0.5195
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,unseen_object,5,84,0.5357,0.5286,0.1007,0.0813,0.4476,0.0655,0.1022,0.2991,0.5082
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,unseen_object,6,84,0.5833,0.533,0.1019,0.0835,0.4481,0.0628,0.0959,0.2991,0.5279
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,unseen_contact,0,84,0.5595,0.5038,0.1042,0.1053,0.4579,0.0635,0.0981,0.3035,0.5141
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,unseen_contact,1,84,0.5,0.5082,0.1093,0.0983,0.4661,0.0589,0.1115,0.3035,0.4991
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,unseen_contact,2,84,0.5476,0.5174,0.1074,0.1036,0.4639,0.0589,0.1016,0.3035,0.5149
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,unseen_contact,3,84,0.5238,0.5162,0.1053,0.1061,0.451,0.0654,0.1068,0.3035,0.5111
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,unseen_contact,4,84,0.4762,0.525,0.1025,0.0977,0.4645,0.0678,0.0912,0.3035,0.5152
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,unseen_contact,5,84,0.4881,0.5095,0.1082,0.0994,0.4561,0.0568,0.0985,0.3035,0.5106
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,unseen_contact,6,84,0.5,0.5215,0.1076,0.0983,0.467,0.0702,0.1003,0.3035,0.5005
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,combined_stress,0,84,0.4048,0.4859,0.1235,0.1229,0.4592,0.0668,0.1131,0.3135,0.4874
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,combined_stress,1,84,0.4048,0.4723,0.122,0.1152,0.4456,0.0703,0.1135,0.3135,0.5116
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,combined_stress,2,84,0.4643,0.478,0.1152,0.1154,0.461,0.077,0.1084,0.3135,0.5112
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,combined_stress,3,84,0.369,0.4688,0.1227,0.1165,0.4602,0.0678,0.1179,0.3135,0.4978
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,combined_stress,4,84,0.4762,0.4859,0.1167,0.1169,0.4666,0.0613,0.1152,0.3135,0.5232
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,combined_stress,5,84,0.5357,0.4659,0.1152,0.1217,0.4421,0.0695,0.1092,0.3135,0.4983
contingent_pomdp_tamp,mobile_handoff,jamming_ambiguity,combined_stress,6,84,0.4643,0.4737,0.123,0.1168,0.46,0.0693,0.1112,0.3135,0.4947
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,nominal,0,84,0.6429,0.581,0.0732,0.0673,0.4563,0.0467,0.0794,0.2821,0.525
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,nominal,1,84,0.6667,0.5883,0.0639,0.0682,0.4768,0.0463,0.0876,0.2821,0.5312
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,nominal,2,84,0.619,0.5859,0.0689,0.0665,0.4761,0.0464,0.089,0.2821,0.5316
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,nominal,3,84,0.5952,0.5875,0.0646,0.0792,0.4784,0.0427,0.081,0.2821,0.5219
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,nominal,4,84,0.6429,0.5935,0.0693,0.0639,0.4528,0.0481,0.0784,0.2821,0.5189
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,nominal,5,84,0.5119,0.5925,0.0592,0.0693,0.4584,0.0481,0.0837,0.2821,0.5225
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,nominal,6,84,0.5595,0.5821,0.0578,0.0652,0.4684,0.0448,0.0853,0.2821,0.5397
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,seen_shift,0,84,0.6429,0.5482,0.0683,0.0822,0.4549,0.0535,0.0977,0.2927,0.5237
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,seen_shift,1,84,0.619,0.5475,0.0812,0.0769,0.4719,0.0535,0.0943,0.2927,0.5196
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,seen_shift,2,84,0.5119,0.556,0.0769,0.0884,0.4647,0.057,0.0928,0.2927,0.5037
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,seen_shift,3,84,0.5238,0.5455,0.0658,0.0762,0.4587,0.0569,0.0933,0.2927,0.5243
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,seen_shift,4,84,0.6071,0.5456,0.0783,0.0739,0.4638,0.0687,0.0958,0.2927,0.5201
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,seen_shift,5,84,0.5357,0.5374,0.0668,0.083,0.4644,0.0494,0.0877,0.2927,0.5173
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,seen_shift,6,84,0.5119,0.5673,0.0743,0.0771,0.448,0.0482,0.0877,0.2927,0.5143
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,unseen_object,0,84,0.5714,0.5289,0.0819,0.0841,0.4691,0.0612,0.1051,0.2983,0.5034
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,unseen_object,1,84,0.4881,0.5276,0.0937,0.0865,0.4592,0.0583,0.1104,0.2983,0.5253
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,unseen_object,2,84,0.4762,0.5277,0.091,0.0963,0.4768,0.0545,0.1027,0.2983,0.4986
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,unseen_object,3,84,0.5,0.5107,0.082,0.0956,0.4546,0.062,0.0986,0.2983,0.5029
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,unseen_object,4,84,0.4643,0.5288,0.0791,0.0833,0.488,0.0609,0.0999,0.2983,0.5222
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,unseen_object,5,84,0.4405,0.523,0.0773,0.0826,0.4681,0.0602,0.1019,0.2983,0.5194
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,unseen_object,6,84,0.5238,0.5261,0.0786,0.0817,0.4512,0.0548,0.1076,0.2983,0.5269
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,unseen_contact,0,84,0.4405,0.5172,0.09,0.1003,0.4638,0.0649,0.1057,0.3028,0.5058
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,unseen_contact,1,84,0.4881,0.5096,0.0934,0.0992,0.4481,0.0594,0.1067,0.3028,0.5041
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,unseen_contact,2,84,0.5,0.5153,0.0835,0.1069,0.4713,0.0564,0.1032,0.3028,0.5056
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,unseen_contact,3,84,0.3333,0.5181,0.0868,0.0935,0.4487,0.0545,0.0979,0.3028,0.494
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,unseen_contact,4,84,0.5595,0.5163,0.0917,0.0994,0.4725,0.0575,0.1004,0.3028,0.5077
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,unseen_contact,5,84,0.4881,0.4977,0.0875,0.0975,0.4609,0.0555,0.1111,0.3028,0.51
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,unseen_contact,6,84,0.5476,0.5104,0.0851,0.0978,0.4687,0.0637,0.1152,0.3028,0.5082
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,combined_stress,0,84,0.4167,0.4716,0.0934,0.1118,0.4443,0.0573,0.1145,0.3126,0.4928
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,combined_stress,1,84,0.4524,0.4896,0.0927,0.1134,0.4388,0.0652,0.114,0.3126,0.4995
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,combined_stress,2,84,0.5119,0.4824,0.1,0.1061,0.4701,0.0638,0.1189,0.3126,0.5084
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,combined_stress,3,84,0.4762,0.4761,0.0978,0.1166,0.4617,0.0728,0.1226,0.3126,0.4869
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,combined_stress,4,84,0.5,0.4736,0.0977,0.1076,0.4616,0.0707,0.1184,0.3126,0.5149
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,combined_stress,5,84,0.5238,0.4837,0.1037,0.1127,0.4576,0.0706,0.1217,0.3126,0.4956
contingent_pomdp_tamp,mobile_handoff,release_uncertainty,combined_stress,6,84,0.4643,0.4777,0.0992,0.1148,0.4715,0.0671,0.1141,0.3126,0.4957
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,nominal,0,84,0.5357,0.5474,0.0914,0.0758,0.4482,0.0534,0.0919,0.2842,0.5303
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,nominal,1,84,0.5119,0.5764,0.095,0.0732,0.4634,0.0482,0.0985,0.2842,0.5167
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,nominal,2,84,0.5833,0.5602,0.0873,0.0719,0.4776,0.0503,0.0994,0.2842,0.5235
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,nominal,3,84,0.5357,0.5727,0.086,0.0783,0.4428,0.049,0.0949,0.2842,0.5257
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,nominal,4,84,0.5714,0.5769,0.089,0.0745,0.4793,0.0489,0.1023,0.2842,0.5313
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,nominal,5,84,0.6071,0.5623,0.0842,0.0755,0.468,0.0494,0.101,0.2842,0.5393
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,nominal,6,84,0.5357,0.57,0.0882,0.0762,0.4552,0.0511,0.1042,0.2842,0.5261
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,seen_shift,0,84,0.5476,0.5227,0.1154,0.0885,0.4446,0.061,0.1037,0.2953,0.5046
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,seen_shift,1,84,0.4881,0.5251,0.1091,0.0915,0.4673,0.0637,0.1109,0.2953,0.5282
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,seen_shift,2,84,0.4286,0.5246,0.1056,0.0932,0.4625,0.0544,0.1038,0.2953,0.5081
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,seen_shift,3,84,0.5476,0.5293,0.1039,0.0948,0.4737,0.0628,0.1135,0.2953,0.5248
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,seen_shift,4,84,0.4762,0.5267,0.1127,0.0874,0.4587,0.0549,0.1102,0.2953,0.5177
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,seen_shift,5,84,0.5476,0.5396,0.1093,0.091,0.4662,0.059,0.1005,0.2953,0.5268
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,seen_shift,6,84,0.5714,0.5209,0.1069,0.0926,0.45,0.0621,0.1156,0.2953,0.5218
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,unseen_object,0,84,0.4881,0.5038,0.1118,0.095,0.4575,0.0648,0.1206,0.3012,0.5104
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,unseen_object,1,84,0.5119,0.4854,0.1196,0.0946,0.4641,0.0663,0.1155,0.3012,0.512
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,unseen_object,2,84,0.4524,0.5016,0.1189,0.0949,0.4608,0.0648,0.1199,0.3012,0.5129
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,unseen_object,3,84,0.631,0.4984,0.1224,0.0989,0.4592,0.0617,0.1142,0.3012,0.5164
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,unseen_object,4,84,0.4167,0.4958,0.122,0.0987,0.4694,0.0608,0.1205,0.3012,0.5223
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,unseen_object,5,84,0.5714,0.5073,0.1175,0.0939,0.4774,0.0621,0.1158,0.3012,0.5017
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,unseen_object,6,84,0.4762,0.4996,0.1189,0.0991,0.4703,0.0705,0.1181,0.3012,0.5088
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,unseen_contact,0,84,0.4524,0.4681,0.1322,0.1064,0.4542,0.0657,0.1143,0.3059,0.5243
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,unseen_contact,1,84,0.5238,0.4852,0.124,0.1068,0.4348,0.073,0.125,0.3059,0.5084
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,unseen_contact,2,84,0.4524,0.4978,0.124,0.1018,0.4649,0.0715,0.1111,0.3059,0.5195
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,unseen_contact,3,84,0.4643,0.4795,0.1234,0.1077,0.4587,0.0756,0.1212,0.3059,0.4974
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,unseen_contact,4,84,0.3929,0.4752,0.1345,0.105,0.4672,0.0753,0.1238,0.3059,0.5074
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,unseen_contact,5,84,0.5119,0.4844,0.1277,0.1041,0.4634,0.0699,0.127,0.3059,0.5217
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,unseen_contact,6,84,0.5357,0.4846,0.1309,0.1023,0.4752,0.0652,0.1125,0.3059,0.5059
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,combined_stress,0,84,0.4524,0.441,0.1367,0.125,0.4663,0.076,0.133,0.3163,0.492
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,combined_stress,1,84,0.5238,0.4381,0.1417,0.1267,0.458,0.0802,0.1281,0.3163,0.4936
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,combined_stress,2,84,0.4643,0.4465,0.1402,0.1243,0.4629,0.082,0.1432,0.3163,0.4936
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,combined_stress,3,84,0.4405,0.4376,0.144,0.1212,0.4548,0.0766,0.1309,0.3163,0.4946
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,combined_stress,4,84,0.4167,0.4524,0.1474,0.1118,0.4615,0.0686,0.1255,0.3163,0.5061
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,combined_stress,5,84,0.4048,0.4558,0.1379,0.1241,0.4541,0.0804,0.1317,0.3163,0.4986
contingent_pomdp_tamp,mobile_handoff,combined_contact_uncertainty,combined_stress,6,84,0.4286,0.4432,0.1494,0.1262,0.4507,0.077,0.1318,0.3163,0.4981
proposed_contact_belief_tamp,peg_assembly,nominal,nominal,0,84,0.6071,0.6554,0.0166,0.0333,0.574,0.0362,0.0481,0.1761,0.6448
proposed_contact_belief_tamp,peg_assembly,nominal,nominal,1,84,0.7143,0.6698,0.0183,0.0379,0.5805,0.0431,0.05,0.1761,0.6514
proposed_contact_belief_tamp,peg_assembly,nominal,nominal,2,84,0.6786,0.6647,0.0111,0.0321,0.5558,0.0325,0.0373,0.1761,0.6485
proposed_contact_belief_tamp,peg_assembly,nominal,nominal,3,84,0.6786,0.6571,0.0169,0.0437,0.5642,0.0266,0.054,0.1761,0.6543
proposed_contact_belief_tamp,peg_assembly,nominal,nominal,4,84,0.6548,0.6694,0.0094,0.0442,0.5717,0.0335,0.0507,0.1761,0.6507
proposed_contact_belief_tamp,peg_assembly,nominal,nominal,5,84,0.7262,0.6676,0.0137,0.042,0.5739,0.0295,0.0379,0.1761,0.6446
proposed_contact_belief_tamp,peg_assembly,nominal,nominal,6,84,0.5476,0.6593,0.0144,0.0418,0.5771,0.0281,0.0402,0.1761,0.6463
